sender,subject,body,label
receipt@paypal.com,Team Meeting Notes,Here's the summary from today's stand-up meeting.,0
billing@paypal-security.com,Verify Your Account,Unpaid invoice detected. Login here to pay.,1
receipt@paypal.com,Professional Network Updates,Check out new commits and PRs in your repositories.,0
updates@medium.com,Weekend Plans,Someone has endorsed your skills on LinkedIn.,0
no-reply@amazon.com,Policy Update,Please review the updated company leave policy.,0
verify@facebook-alert.com,Unauthorized Login Attempt,Please confirm your recent login to secure your account.,1
login@netflix-security.com,Account Locked!,You've won a $100 gift card. Click to claim.,1
receipt@paypal.com,Weekend Plans,Here's the summary from today's stand-up meeting.,0
updates@medium.com,Weekend Plans,Read today's top stories curated for you.,0
service@netflix.com,Policy Update,Please review the updated company leave policy.,0
login@netflix-security.com,Invoice Overdue,Unpaid invoice detected. Login here to pay.,1
security@amaz0n.com,Unauthorized Login Attempt,Unpaid invoice detected. Login here to pay.,1
billing@paypal-security.com,Account Locked!,You've won a $100 gift card. Click to claim.,1
updates@medium.com,Top Stories for You,You have received $250 from Alice.,0
newsletter@github.com,Weekend Plans,Your order #12345 has been shipped. Track it here.,0
login@netflix-security.com,Action Required Immediately,You've won a $100 gift card. Click to claim.,1
alerts@linkedin.com,Team Meeting Notes,"Hey, are we meeting this weekend for lunch?",0
it-support@company-update.com,Verify Your Account,Your account will be deactivated if you do not respond.,1
updates@medium.com,Payment Received,"Hey, are we meeting this weekend for lunch?",0
security-alert@paypal.com,Invoice Overdue,You've won a $100 gift card. Click to claim.,1
team@slack.com,Policy Update,Here's the summary from today's stand-up meeting.,0
billing@paypal-security.com,Suspicious Activity Detected,Your account will be deactivated if you do not respond.,1
team@slack.com,Payment Received,Your order #12345 has been shipped. Track it here.,0
support@apple.com,Suspicious Activity Detected,Your account will be deactivated if you do not respond.,1
security@amaz0n.com,Verify Apple ID,You've won a $100 gift card. Click to claim.,1
verify@facebook-alert.com,Account Locked!,We noticed unusual activity. Sign in to secure your account.,1
reward@giftcard.com,Account Locked!,Security alert: Someone tried to access your account from a new device.,1
team@slack.com,Weekend Plans,Read today's top stories curated for you.,0
friend@gmail.com,Subscription Update,Read today's top stories curated for you.,0
billing@paypal-security.com,Suspicious Activity Detected,Security alert: Someone tried to access your account from a new device.,1
friend@gmail.com,Policy Update,Your order #12345 has been shipped. Track it here.,0
updates@medium.com,Weekly Repo Updates,Please review the updated company leave policy.,0
billing@paypal-security.com,Urgent: Password Expiry,Unpaid invoice detected. Login here to pay.,1
receipt@paypal.com,Weekly Repo Updates,Your order #12345 has been shipped. Track it here.,0
support@apple.com,Verify Apple ID,Your account has been locked. Click here to verify credentials.,1
service@netflix.com,Subscription Update,Someone has endorsed your skills on LinkedIn.,0
reward@giftcard.com,Unauthorized Login Attempt,Unusual login detected. Verify your account now.,1
alerts@linkedin.com,Subscription Update,Read today's top stories curated for you.,0
newsletter@github.com,Payment Received,Your order #12345 has been shipped. Track it here.,0
admin@bank-secure.com,Verify Apple ID,Your account will be deactivated if you do not respond.,1
service@netflix.com,Team Meeting Notes,Your order #12345 has been shipped. Track it here.,0
security@amaz0n.com,Action Required Immediately,You've won a $100 gift card. Click to claim.,1
security-alert@paypal.com,Verify Apple ID,Your account will be deactivated if you do not respond.,1
no-reply@amazon.com,Team Meeting Notes,Read today's top stories curated for you.,0
verify@facebook-alert.com,Unauthorized Login Attempt,Your password will expire soon. Reset it immediately.,1
service@netflix.com,Subscription Update,Read today's top stories curated for you.,0
updates@medium.com,Subscription Update,Here's the summary from today's stand-up meeting.,0
team@slack.com,Policy Update,Check out new commits and PRs in your repositories.,0
support@apple.com,Claim Your Gift Card!,Your account has been locked. Click here to verify credentials.,1
security@amaz0n.com,Urgent: Password Expiry,Your password will expire soon. Reset it immediately.,1
verify@facebook-alert.com,Unauthorized Login Attempt,Unusual login detected. Verify your account now.,1
updates@medium.com,Weekend Plans,Read today's top stories curated for you.,0
reward@giftcard.com,Account Locked!,Security alert: Someone tried to access your account from a new device.,1
verify@facebook-alert.com,Verify Your Account,Your password will expire soon. Reset it immediately.,1
login@netflix-security.com,Urgent: Password Expiry,Unusual login detected. Verify your account now.,1
billing@paypal-security.com,Verify Apple ID,Your account will be deactivated if you do not respond.,1
login@netflix-security.com,Claim Your Gift Card!,Your account has been locked. Click here to verify credentials.,1
login@netflix-security.com,Account Locked!,You've won a $100 gift card. Click to claim.,1
updates@medium.com,Subscription Update,Read today's top stories curated for you.,0
no-reply@amazon.com,Order Shipped,Please review the updated company leave policy.,0
reward@giftcard.com,Action Required Immediately,Unusual login detected. Verify your account now.,1
login@netflix-security.com,Invoice Overdue,Unusual login detected. Verify your account now.,1
friend@gmail.com,Subscription Update,Here's the summary from today's stand-up meeting.,0
friend@gmail.com,Professional Network Updates,Check out new commits and PRs in your repositories.,0
login@netflix-security.com,Account Locked!,Your account has been locked. Click here to verify credentials.,1
admin@bank-secure.com,Action Required Immediately,Unusual login detected. Verify your account now.,1
no-reply@amazon.com,Top Stories for You,Check out new commits and PRs in your repositories.,0
security@amaz0n.com,Invoice Overdue,Unpaid invoice detected. Login here to pay.,1
friend@gmail.com,Professional Network Updates,You have received $250 from Alice.,0
login@netflix-security.com,Suspicious Activity Detected,Unusual login detected. Verify your account now.,1
service@netflix.com,Professional Network Updates,"Hey, are we meeting this weekend for lunch?",0
support@apple.com,Account Locked!,Your account will be deactivated if you do not respond.,1
login@netflix-security.com,Claim Your Gift Card!,Please confirm your recent login to secure your account.,1
updates@medium.com,Subscription Update,"Hey, are we meeting this weekend for lunch?",0
no-reply@amazon.com,Top Stories for You,Check out new commits and PRs in your repositories.,0
billing@paypal-security.com,Invoice Overdue,You've won a $100 gift card. Click to claim.,1
hr@company.com,Team Meeting Notes,You have received $250 from Alice.,0
team@slack.com,Weekend Plans,You have received $250 from Alice.,0
admin@bank-secure.com,Invoice Overdue,Unusual login detected. Verify your account now.,1
no-reply@amazon.com,Weekly Repo Updates,Someone has endorsed your skills on LinkedIn.,0
reward@giftcard.com,Invoice Overdue,We noticed unusual activity. Sign in to secure your account.,1
login@netflix-security.com,Suspicious Activity Detected,Your account will be deactivated if you do not respond.,1
reward@giftcard.com,Unauthorized Login Attempt,Unusual login detected. Verify your account now.,1
receipt@paypal.com,Order Shipped,Here's the summary from today's stand-up meeting.,0
verify@facebook-alert.com,Unauthorized Login Attempt,Your account has been locked. Click here to verify credentials.,1
alerts@linkedin.com,Weekly Repo Updates,"Hey, are we meeting this weekend for lunch?",0
updates@medium.com,Weekly Repo Updates,Please review the updated company leave policy.,0
receipt@paypal.com,Payment Received,Your next subscription payment is due on 30th Sep.,0
service@netflix.com,Team Meeting Notes,Check out new commits and PRs in your repositories.,0
login@netflix-security.com,Unauthorized Login Attempt,Your password will expire soon. Reset it immediately.,1
team@slack.com,Team Meeting Notes,Please review the updated company leave policy.,0
newsletter@github.com,Weekend Plans,Check out new commits and PRs in your repositories.,0
updates@medium.com,Payment Received,Read today's top stories curated for you.,0
support@apple.com,Invoice Overdue,You've won a $100 gift card. Click to claim.,1
no-reply@amazon.com,Professional Network Updates,Someone has endorsed your skills on LinkedIn.,0
service@netflix.com,Top Stories for You,Read today's top stories curated for you.,0
it-support@company-update.com,Verify Apple ID,Unpaid invoice detected. Login here to pay.,1
reward@giftcard.com,Urgent: Password Expiry,Your account has been locked. Click here to verify credentials.,1
updates@medium.com,Order Shipped,Please review the updated company leave policy.,0
admin@bank-secure.com,Account Locked!,Please confirm your recent login to secure your account.,1
receipt@paypal.com,Weekly Repo Updates,Someone has endorsed your skills on LinkedIn.,0
reward@giftcard.com,Invoice Overdue,Your account will be deactivated if you do not respond.,1
login@netflix-security.com,Unauthorized Login Attempt,You've won a $100 gift card. Click to claim.,1
receipt@paypal.com,Order Shipped,"Hey, are we meeting this weekend for lunch?",0
login@netflix-security.com,Invoice Overdue,We noticed unusual activity. Sign in to secure your account.,1
service@netflix.com,Top Stories for You,Your order #12345 has been shipped. Track it here.,0
newsletter@github.com,Professional Network Updates,Someone has endorsed your skills on LinkedIn.,0
hr@company.com,Policy Update,Someone has endorsed your skills on LinkedIn.,0
receipt@paypal.com,Top Stories for You,Please review the updated company leave policy.,0
support@apple.com,Invoice Overdue,Please confirm your recent login to secure your account.,1
